Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Stage of procedure","Cases / Persons","Recognized decisions","Complementary protection","Rejected decisions","Otherwise closed","Total decisions"
2012,Liberia,LBR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,5,0,10
2012,Liberia,LBR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,0,5,5
2012,Libya,LBY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,28,0,78,10,116
2012,Libya,LBY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,83,24,218,40,365
2012,"Saint Lucia",LCA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2012,Lebanon,LBN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,15,0,20
2012,Lebanon,LBN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,40,5,50
2012,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,405,0,543,48,996
2012,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,371,25,1281,89,1766
2012,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,5,0,5,10
2012,Lithuania,LTU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2012,Mauritania,MRT,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2012,Mauritania,MRT,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2012,"North Macedonia",MKD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,0,0,5
2012,"Rep. of Moldova",MDA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,0,5,5
2012,Maldives,MDV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2012,Mexico,MEX,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,0,0,5
2012,Mexico,MEX,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2012,Mali,MLI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2012,Mali,MLI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,5,10
2012,Malaysia,MYS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,17,0,17
2012,Malaysia,MYS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,14,5,33,10,62
2012,Malawi,MWI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,15,0,37,10,62
2012,Malawi,MWI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,31,109,18,163
2012,Mongolia,MNG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,5,0,10
2012,Mongolia,MNG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,10,23,5,38
2012,Mongolia,MNG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,5,0,0,5
2012,Morocco,MAR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,25,0,30
2012,Morocco,MAR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,10,31,10,56
2012,Morocco,MAR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,0,0,5,5
2012,Mozambique,MOZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,0,0,5
2012,Mauritius,MUS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,12,0,12
2012,Mauritius,MUS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,10,49,5,64
2012,Myanmar,MMR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,14,0,10,5,29
2012,Myanmar,MMR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,59,0,35,0,94
2012,Namibia,NAM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,11,0,11
2012,Namibia,NAM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,21,0,21
2012,Nepal,NPL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,23,5,28
2012,Nepal,NPL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,50,5,60
2012,Nigeria,NGA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,61,0,258,18,337
2012,Nigeria,NGA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,78,95,925,118,1216
2012,Nigeria,NGA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,0,11,5,16
2012,Pakistan,PAK,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,284,0,1175,104,1563
2012,Pakistan,PAK,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,599,63,3165,384,4211
2012,Pakistan,PAK,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,0,24,26,50
2012,Philippines,PHL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,10,0,10
2012,Philippines,PHL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,18,5,23
2012,Poland,POL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,13,5,18
2012,Romania,ROU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2012,"South Africa",ZAF,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,10,0,15
2012,"South Africa",ZAF,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,60,10,75
2012,"Russian Federation",RUS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,12,0,14,5,31
2012,"Russian Federation",RUS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,53,0,67,18,138
2012,Rwanda,RWA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,15,0,15
2012,Rwanda,RWA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,13,0,13
2012,"El Salvador",SLV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2012,"Saudi Arabia",SAU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2012,"Saudi Arabia",SAU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,14,0,0,5,19
2012,Senegal,SEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,18,0,23
2012,Senegal,SEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,12,0,34,0,46
2012,"Sierra Leone",SLE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,10,0,14,0,24
2012,"Sierra Leone",SLE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,15,61,0,81
2012,Somalia,SOM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,43,0,56,19,118
2012,Somalia,SOM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,359,36,136,46,577
2012,Somalia,SOM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,5,0,5,10
2012,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,13,0,13
2012,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,11,10,26
2012,"Viet Nam",VNM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,15,0,37,10,62
2012,"Viet Nam",VNM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,16,20,106,192,334
2012,"Viet Nam",VNM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,0,0,5,5
2012,Stateless,XXA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,21,0,31,5,57
2012,Stateless,XXA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,230,0,64,14,308
2012,Sudan,SDN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,33,0,31,13,77
2012,Sudan,SDN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,497,0,94,106,697
2012,Sudan,SDN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,0,0,13,13
2012,Slovakia,SVK,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2012,Eswatini,SWZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,0,0,5
2012,Eswatini,SWZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2012,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,102,0,60,33,195
2012,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,868,51,195,62,1176
2012,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,0,5,5,10
2012,"United Rep. of Tanzania",TZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,14,0,14
2012,"United Rep. of Tanzania",TZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,24,5,34
2012,Thailand,THA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,0,0,5
2012,Thailand,THA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,11,0,0,11
2012,Turkmenistan,TKM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2012,Turkmenistan,TKM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2012,Togo,TGO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2012,Togo,TGO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,10,0,10
2012,"Trinidad and Tobago",TTO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,11,0,0,0,11
2012,"Trinidad and Tobago",TTO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,13,0,18
2012,Tunisia,TUN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,12,0,12
2012,Tunisia,TUN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,17,5,27
2012,Türkiye,TUR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,26,0,50,10,86
2012,Türkiye,TUR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,31,5,93,23,152
2012,Uganda,UGA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,33,0,73,11,117
2012,Uganda,UGA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,107,20,132,11,270
2012,"Unknown ",,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,11,0,0,0,11
2012,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,12,0,0,0,12
2012,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,10,0,33,12,55
2012,"United States of America",USA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,12,5,22
2012,Uzbekistan,UZB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2012,Uzbekistan,UZB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,11,0,10,0,21
2012,"Saint Vincent and the Grenadines",VCT,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2012,"Venezuela (Bolivarian Republic of)",VEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2012,"Venezuela (Bolivarian Republic of)",VEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2012,Yemen,YEM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,11,0,10,0,21
2012,Yemen,YEM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,11,5,32,5,53
2012,Zambia,ZMB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,5,0,10
2012,Zambia,ZMB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,18,5,28
2012,Zimbabwe,ZWE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,61,0,151,34,246
2012,Zimbabwe,ZWE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,133,98,235,23,489
2012,Zimbabwe,ZWE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,5,11,0,0,16
2013,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,176,0,340,40,556
2013,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,298,142,557,325,1322
2013,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,5,0,0,18,23
2013,Albania,ALB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,86,0,215,25,326
2013,Albania,ALB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,95,169,533,293,1090
2013,Albania,ALB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,0,5,5,10
2013,Algeria,DZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,15,0,60,5,80
2013,Algeria,DZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,11,18,123,61,213
2013,Algeria,DZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,0,0,5,5
2013,Angola,AGO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,17,0,22
2013,Angola,AGO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,5,17,13,40
2013,Egypt,EGY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,21,0,100,5,126
2013,Egypt,EGY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,66,5,180,25,276
2013,Armenia,ARM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2013,Armenia,ARM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,10,0,15
2013,Australia,AUS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2013,Azerbaijan,AZE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,0,0,5
2013,Azerbaijan,AZE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,14,0,19
2013,Bahrain,BHR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,16,0,0,5,21
2013,Burundi,BDI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2013,Burundi,BDI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,5,0,10
2013,Benin,BEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,10,0,10
2013,Bangladesh,BGD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,21,0,451,34,506
2013,Bangladesh,BGD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,29,24,765,257,1075
2013,Bangladesh,BGD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,0,5,15,20
2013,Bhutan,BTN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2013,"Burkina Faso",BFA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2013,Belarus,BLR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,0,0,5
2013,Belarus,BLR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,16,0,5,0,21
2013,"Bolivia (Plurinational State of)",BOL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,0,5,5
2013,Botswana,BWA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2013,Botswana,BWA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2013,Brazil,BRA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,12,5,22
2013,Bulgaria,BGR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,0,5,5
2013,Canada,CAN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,0,5,5
2013,Canada,CAN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,11,0,11
2013,"Central African Rep.",CAF,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2013,Chad,TCD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2013,Chad,TCD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,0,14,14
2013,China,CHN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,45,0,283,20,348
2013,China,CHN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,53,45,655,187,940
2013,China,CHN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,0,5,12,17
2013,Cameroon,CMR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,24,0,41,0,65
2013,Cameroon,CMR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,33,5,78,10,126
2013,Congo,COG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,10,0,15
2013,Congo,COG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,20,0,25
2013,"Dem. Rep. of the Congo",COD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,24,0,28,11,63
2013,"Dem. Rep. of the Congo",COD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,69,10,89,21,189
2013,"Dem. Rep. of the Congo",COD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,5,0,0,0,5
2013,Comoros,COM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2013,Colombia,COL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2013,Colombia,COL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,13,0,13
2013,"Cabo Verde",CPV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,0,0,5
2013,Czechia,CZE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2013,Ecuador,ECU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2013,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,28,0,43,5,76
2013,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,823,10,93,106,1032
2013,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,0,0,10,10
2013,Estonia,EST,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,0,5,5
2013,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,32,0,30,5,67
2013,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,53,5,66,20,144
2013,Gambia,GMB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,25,0,87,13,125
2013,Gambia,GMB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,102,32,169,14,317
2013,Palestinian,PSE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,10,0,27,5,42
2013,Palestinian,PSE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,31,10,60,31,132
2013,"United Kingdom of Great Britain and Northern Ireland",GBR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,12,0,0,12
2013,Georgia,GEO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,11,0,11
2013,Georgia,GEO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,21,5,26
2013,Ghana,GHA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,10,0,52,5,67
2013,Ghana,GHA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,12,5,138,29,184
2013,Ghana,GHA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,0,5,0,5
2013,Greece,GRC,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2013,Grenada,GRD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2013,Guinea,GIN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,27,5,37
2013,Guinea,GIN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,23,5,43,10,81
2013,Guyana,GUY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,5,0,10
2013,Hungary,HUN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2013,"Cote d'Ivoire",CIV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,13,0,19,5,37
2013,"Cote d'Ivoire",CIV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,20,5,47,5,77
2013,India,IND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,14,0,100,11,125
2013,India,IND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,10,637,365,1017
2013,India,IND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,0,0,18,18
2013,Indonesia,IDN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,0,5,5
2013,Indonesia,IDN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2013,"Iran (Islamic Rep. of)",IRN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,289,0,555,47,891
2013,"Iran (Islamic Rep. of)",IRN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,1255,52,931,183,2421
2013,"Iran (Islamic Rep. of)",IRN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,0,12,0,12
2013,Iraq,IRQ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,40,0,93,12,145
2013,Iraq,IRQ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,91,18,207,61,377
2013,Iraq,IRQ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,0,0,5,5
2013,Israel,ISR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2013,Italy,ITA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,0,5,5
2013,Jamaica,JAM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,10,0,25,0,35
2013,Jamaica,JAM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,10,5,102,22,139
2013,Jordan,JOR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,13,0,18
2013,Jordan,JOR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,17,5,22
2013,Kazakhstan,KAZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2013,Kenya,KEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,19,0,26,5,50
2013,Kenya,KEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,5,76,5,91
2013,Kyrgyzstan,KGZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2013,Kyrgyzstan,KGZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,12,0,12
2013,"Rep. of Korea",KOR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,5,10
2013,"Dem. People's Rep. of Korea",PRK,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,5,10
2013,"Dem. People's Rep. of Korea",PRK,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,12,0,26,0,38
2013,Kuwait,KWT,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,10,0,12,0,22
2013,Kuwait,KWT,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,28,0,16,10,54
2013,Liberia,LBR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,0,0,5
2013,Liberia,LBR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,0,5,10
2013,Libya,LBY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,29,0,72,5,106
2013,Libya,LBY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,171,0,173,29,373
2013,Lebanon,LBN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,10,0,16,0,26
2013,Lebanon,LBN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,10,0,47,5,62
2013,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,417,0,492,50,959
2013,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,315,26,1250,92,1683
2013,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,0,0,5,5
2013,Lithuania,LTU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,11,5,16
2013,Latvia,LVA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2013,Mauritania,MRT,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2013,Maldives,MDV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2013,Mexico,MEX,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2013,Mexico,MEX,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,5,10
2013,Mali,MLI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2013,Mali,MLI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,13,5,23
2013,Malaysia,MYS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,23,0,23
2013,Malaysia,MYS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,39,10,54
2013,Malawi,MWI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,10,0,52,0,62
2013,Malawi,MWI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,15,25,115,15,170
2013,Malawi,MWI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,0,5,0,5
2013,Mongolia,MNG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2013,Mongolia,MNG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,5,13,5,28
2013,Morocco,MAR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,14,0,19
